,transaction_id,customer_id,Preferred Cusine,age,dish,Qty,price_for_1,number_of_stayers,check_in_date,check_out_date,order_time,booked_through_points
7199,10318530,7290,Multi,19,Chocolate Cake,1,200,1,2024-11-14 00:00:00,2024-11-16 20:26:04,2024-11-14 20:38:29,0
7200,12133296,7291,North Indian,31,South Indian Thali,1,500,1,2024-09-05 00:00:00,2024-09-08 04:03:54,2024-09-07 08:15:49,0
7201,6699656,7292,Multi,16,Breakfast thali,2,500,2,2024-03-13 00:00:00,2024-03-15 13:37:07,2024-03-13 05:38:21,1
7202,12959111,7293,Multi,46,North Indian Thali,1,600,1,2024-05-05 00:00:00,2024-05-09 19:59:24,2024-05-07 06:47:08,1
7203,13200323,7294,North Indian,24,Aloo Paratha,1,200,1,2024-08-12 00:00:00,2024-08-16 12:17:41,2024-08-14 11:33:45,0
7204,8225719,7295,South Indian,46,Roti Curry,1,100,1,2023-05-08 00:00:00,2023-05-11 06:51:09,2023-05-10 12:47:20,0
7205,5930323,7296,Multi,50,Utthappam,3,150,2,2023-06-10 00:00:00,2023-06-12 16:41:00,2023-06-11 09:01:52,0
7206,13743917,7297,South Indian,46,Breakfast thali,1,500,1,2023-03-17 00:00:00,2023-03-19 12:37:20,2023-03-18 09:19:55,0
7207,10976180,7298,South Indian,27,Aloo Paratha,1,200,1,2023-05-23 00:00:00,2023-05-25 06:28:17,2023-05-24 17:20:59,0
7208,15829812,7299,South Indian,31,Vanilla Ice Cream,2,120,1,2023-09-20 00:00:00,2023-09-22 02:20:25,2023-09-20 18:18:10,0
7209,14173247,7300,North Indian,26,Utthappam,3,150,3,2024-10-09 00:00:00,2024-10-13 17:49:06,2024-10-12 02:39:10,0
7210,3775146,7301,North Indian,51,South Indian Thali,2,500,1,2023-09-04 00:00:00,2023-09-05 20:10:46,2023-09-05 08:18:55,0
7211,6096847,7302,North Indian,29,Roti Curry,1,100,2,2023-07-28 00:00:00,2023-08-01 21:18:09,2023-07-30 02:01:03,0
7212,1108049,7303,North Indian,40,Aloo Paratha,1,200,1,2024-06-20 00:00:00,2024-06-26 11:18:39,2024-06-24 05:38:44,0
7213,14673590,7304,South Indian,27,Pasta,1,320,1,2023-03-27 00:00:00,2023-03-30 22:18:36,2023-03-28 19:11:22,0
7214,13491146,7305,Multi,46,Idli,1,75,1,2024-01-06 00:00:00,2024-01-09 04:51:30,2024-01-08 05:55:41,0
7215,2365260,7306,South Indian,29,North Indian Thali,2,600,1,2024-09-13 00:00:00,2024-09-15 00:42:36,2024-09-13 19:51:31,1
7216,7506845,7307,South Indian,22,Idli,2,75,1,2023-02-15 00:00:00,2023-02-16 23:10:49,2023-02-16 00:00:19,0
7217,11609518,7308,North Indian,41,Aloo Paratha,2,200,2,2023-04-19 00:00:00,2023-04-22 05:12:00,2023-04-20 04:15:47,0
7218,5337645,7309,Multi,50,Chinese Noodles,2,250,1,2024-08-03 00:00:00,2024-08-06 04:45:03,2024-08-04 03:44:07,0
7219,12308110,7310,South Indian,40,Breakfast thali,1,500,1,2024-07-12 00:00:00,2024-07-14 12:47:25,2024-07-13 22:02:18,0
7220,12842387,7311,North Indian,27,North Indian Thali,1,600,1,2023-12-09 00:00:00,2023-12-10 10:42:28,2023-12-09 08:36:02,1
7221,14959612,7312,South Indian,25,Idli,1,75,1,2023-12-16 00:00:00,2023-12-18 06:56:45,2023-12-17 09:02:54,0
7222,15478138,7313,Multi,16,Filter Coffee,2,80,1,2024-09-19 00:00:00,2024-09-22 12:08:59,2024-09-19 14:32:37,0
7223,710336,7314,South Indian,43,Pasta,3,320,2,2024-10-31 00:00:00,2024-11-02 08:10:40,2024-11-01 03:39:15,0
7224,3955596,7315,North Indian,22,Masala Dosa,1,150,1,2024-03-10 00:00:00,2024-03-12 18:29:56,2024-03-11 10:38:57,0
7225,10262617,7316,North Indian,24,Idli,1,75,1,2023-08-13 00:00:00,2023-08-17 13:56:54,2023-08-17 11:02:48,1
7226,12978208,7317,Multi,53,South Indian Thali,2,500,1,2023-03-13 00:00:00,2023-03-15 19:38:15,2023-03-14 08:01:15,1
7227,2985466,7318,North Indian,28,North Indian Thali,3,600,3,2024-11-25 00:00:00,2024-11-27 19:45:29,2024-11-26 12:04:42,0
7228,11681241,7319,Multi,56,Vanilla Ice Cream,1,120,1,2024-01-05 00:00:00,2024-01-06 08:07:08,2024-01-05 11:51:35,0
7229,2930821,7320,Multi,23,Idli,2,75,2,2024-06-27 00:00:00,2024-06-28 11:56:37,2024-06-27 08:29:21,0
7230,16409165,7321,South Indian,29,Idli,1,75,1,2023-10-15 00:00:00,2023-10-17 23:55:36,2023-10-15 16:52:02,0
7231,423233,7322,South Indian,26,North Indian Thali,1,600,1,2024-07-17 00:00:00,2024-07-19 08:51:41,2024-07-18 16:08:05,0
7232,2295690,7323,North Indian,29,Breakfast thali,1,500,1,2024-02-29 00:00:00,2024-03-01 06:03:04,2024-02-29 07:25:56,0
7233,5345157,7324,Multi,51,Filter Coffee,1,80,1,2024-03-16 00:00:00,2024-03-20 12:59:21,2024-03-20 06:06:44,0
7234,10767671,7325,South Indian,40,Chinese Noodles,1,300,1,2023-12-31 00:00:00,2024-01-03 20:48:02,2024-01-02 17:08:54,0
7235,11885456,7326,South Indian,29,Masala Dosa,1,150,1,2024-05-07 00:00:00,2024-05-10 20:32:26,2024-05-08 04:42:17,0
7236,10712454,7327,Multi,25,Aloo Paratha,1,200,1,2023-02-05 00:00:00,2023-02-06 12:19:03,2023-02-05 18:48:01,0
7237,2433477,7328,Multi,52,Chinese Noodles,2,300,2,2024-10-14 00:00:00,2024-10-15 14:19:49,2024-10-14 08:16:59,0
7238,12372748,7329,North Indian,28,Pasta,1,320,1,2024-11-04 00:00:00,2024-11-10 04:53:21,2024-11-09 02:33:00,0
7239,11295601,7330,North Indian,32,Masala Dosa,1,150,1,2023-01-27 00:00:00,2023-02-01 02:57:16,2023-01-30 05:27:52,0
7240,12120351,7331,South Indian,29,Vanilla Ice Cream,2,120,2,2024-06-18 00:00:00,2024-06-20 22:35:48,2024-06-18 19:36:28,0
7241,14862046,7332,South Indian,27,Palak Paneer,1,250,1,2024-05-08 00:00:00,2024-05-09 09:32:10,2024-05-08 03:14:19,0
7242,4614982,7333,South Indian,27,Chocolate Cake,2,200,1,2024-03-28 00:00:00,2024-03-31 18:55:47,2024-03-30 03:43:16,0
7243,7534138,7334,Multi,52,Masala Chai,2,80,1,2023-09-18 00:00:00,2023-09-20 06:03:17,2023-09-18 07:03:06,0
7244,2134167,7335,Multi,29,Filter Coffee,1,80,1,2024-02-29 00:00:00,2024-03-02 04:29:17,2024-02-29 17:46:31,0
7245,4508999,7336,Multi,24,Filter Coffee,2,80,2,2024-07-17 00:00:00,2024-07-21 00:34:30,2024-07-18 21:57:26,0
7246,11388242,7337,Multi,35,Chocolate Cake,2,200,1,2024-05-26 00:00:00,2024-05-27 19:09:04,2024-05-27 06:22:43,0
7247,16700734,7338,North Indian,21,Aloo Paratha,3,200,2,2024-05-05 00:00:00,2024-05-08 06:20:29,2024-05-06 03:58:25,0
7248,5144749,7339,Multi,23,Chinese Noodles,2,300,1,2024-07-11 00:00:00,2024-07-14 23:59:59,2024-07-14 11:41:00,0
7249,11368437,7340,North Indian,29,Idli,2,75,2,2023-10-31 00:00:00,2023-11-06 12:11:19,2023-11-05 04:57:36,0
7250,5894749,7341,North Indian,30,Palak Paneer,2,250,2,2024-09-02 00:00:00,2024-09-03 19:38:55,2024-09-02 05:32:40,0
7251,5621136,7342,North Indian,24,North Indian Thali,1,600,1,2024-09-02 00:00:00,2024-09-05 19:12:11,2024-09-02 19:54:21,1
7252,1389452,7343,North Indian,21,Filter Coffee,1,80,1,2024-03-22 00:00:00,2024-03-23 17:30:44,2024-03-23 07:06:57,0
7253,9287497,7344,South Indian,43,Breakfast thali,1,500,1,2023-08-19 00:00:00,2023-08-23 09:38:46,2023-08-21 13:09:13,1
7254,6881921,7345,Multi,54,Pasta,2,320,1,2023-11-05 00:00:00,2023-11-15 18:12:45,2023-11-12 09:51:04,0
7255,3552280,7346,Multi,50,Breakfast thali,1,500,1,2023-09-05 00:00:00,2023-09-06 14:56:47,2023-09-05 14:24:47,1
7256,8974496,7347,North Indian,38,Filter Coffee,1,80,1,2024-01-16 00:00:00,2024-01-18 19:15:24,2024-01-17 18:21:49,0
7257,5705002,7348,South Indian,18,Idli,1,75,1,2024-02-24 00:00:00,2024-02-27 13:41:00,2024-02-25 06:38:27,0
7258,8965528,7349,North Indian,27,Masala Dosa,3,150,3,2023-08-08 00:00:00,2023-08-11 17:33:18,2023-08-09 17:46:57,0
7259,14724225,7350,Multi,24,Filter Coffee,2,80,1,2023-10-21 00:00:00,2023-10-22 16:44:40,2023-10-21 21:22:40,0
7260,3379592,7351,Multi,38,Utthappam,2,150,2,2024-07-03 00:00:00,2024-07-06 12:32:47,2024-07-04 04:22:52,0
7261,13702307,7352,Multi,18,Filter Coffee,1,80,1,2024-10-29 00:00:00,2024-11-01 21:16:19,2024-10-31 21:29:12,0
7262,5131632,7353,South Indian,41,Aloo Paratha,2,200,1,2023-04-07 00:00:00,2023-04-10 00:04:40,2023-04-07 15:44:47,0
7263,8538295,7354,North Indian,31,Breakfast thali,1,500,1,2024-09-01 00:00:00,2024-09-03 02:15:28,2024-09-02 00:24:42,1
7264,15275740,7355,Multi,52,Breakfast thali,2,500,1,2023-11-20 00:00:00,2023-11-22 09:07:20,2023-11-20 22:08:12,1
7265,11312397,7356,Multi,29,Chinese Noodles,2,300,2,2024-11-22 00:00:00,2024-11-25 14:12:28,2024-11-24 03:59:33,0
7266,16005251,7357,South Indian,43,Chinese Noodles,2,300,2,2024-07-22 00:00:00,2024-07-24 17:01:42,2024-07-23 14:05:48,1
7267,1096591,7358,South Indian,48,North Indian Thali,3,600,2,2024-11-08 00:00:00,2024-11-10 02:42:26,2024-11-08 23:27:20,1
7268,3431136,7359,North Indian,27,Roti Curry,1,100,1,2024-11-27 00:00:00,2024-11-28 16:49:34,2024-11-27 03:46:35,1
7269,10245233,7360,South Indian,46,Chocolate Cake,1,200,1,2023-11-21 00:00:00,2023-11-26 16:25:06,2023-11-24 18:36:20,0
7270,4825236,7361,South Indian,26,Idli,2,75,1,2024-09-24 00:00:00,2024-09-28 01:09:58,2024-09-26 03:01:11,0
7271,1607562,7362,Multi,29,Aloo Paratha,2,200,1,2024-09-20 00:00:00,2024-09-21 15:10:44,2024-09-20 21:26:01,0
7272,2372066,7363,South Indian,40,Filter Coffee,3,80,2,2023-09-03 00:00:00,2023-09-07 02:40:15,2023-09-04 16:24:24,0
7273,945738,7364,South Indian,26,Roti Curry,2,100,2,2024-05-23 00:00:00,2024-05-26 17:38:05,2024-05-23 19:31:38,0
7274,8521461,7365,South Indian,27,Idli,1,75,1,2024-02-24 00:00:00,2024-02-27 06:07:52,2024-02-27 01:47:21,0
7275,7968400,7366,South Indian,43,Chocolate Cake,1,200,1,2024-02-02 00:00:00,2024-02-05 08:14:20,2024-02-04 05:35:52,0
7276,10478936,7367,South Indian,49,South Indian Thali,3,500,3,2024-07-19 00:00:00,2024-07-22 09:20:29,2024-07-20 12:40:01,1
7277,10114343,7368,North Indian,45,Utthappam,2,150,1,2024-05-06 00:00:00,2024-05-09 23:20:01,2024-05-07 04:37:20,1
7278,7416833,7369,Multi,27,Idli,1,75,1,2023-12-21 00:00:00,2023-12-26 01:43:36,2023-12-22 18:15:47,0
7279,2639758,7370,North Indian,25,Chinese Noodles,1,300,1,2024-11-21 00:00:00,2024-11-26 12:44:58,2024-11-23 16:30:17,1
7280,10196678,7371,Multi,28,Filter Coffee,2,80,1,2024-03-23 00:00:00,2024-03-24 14:12:17,2024-03-24 13:00:37,0
7281,14736517,7372,South Indian,33,Chocolate Cake,3,200,3,2023-07-24 00:00:00,2023-07-27 02:43:18,2023-07-24 19:21:21,0
7282,3948751,7373,South Indian,29,Idli,2,75,2,2023-08-15 00:00:00,2023-08-18 19:41:24,2023-08-16 12:57:29,0
7283,856227,7374,South Indian,30,Masala Chai,2,80,3,2024-08-21 00:00:00,2024-08-26 06:24:27,2024-08-23 05:30:09,0
7284,12489551,7375,South Indian,34,Idli,1,75,1,2024-03-22 00:00:00,2024-03-25 03:56:29,2024-03-24 09:39:13,0
7285,8931882,7376,South Indian,26,Utthappam,4,150,3,2023-01-31 00:00:00,2023-02-03 13:27:33,2023-02-01 01:31:40,0
7286,11040211,7377,South Indian,21,Masala Dosa,1,150,2,2024-06-13 00:00:00,2024-06-15 13:29:07,2024-06-14 03:03:49,0
7287,4156702,7378,South Indian,30,Breakfast thali,2,500,1,2023-02-05 00:00:00,2023-02-06 20:45:40,2023-02-05 15:39:16,1
7288,6585282,7379,South Indian,45,Filter Coffee,1,80,1,2023-03-18 00:00:00,2023-03-20 22:59:40,2023-03-20 19:27:23,0
7289,14753409,7380,South Indian,48,Aloo Paratha,3,200,3,2024-06-29 00:00:00,2024-07-04 01:51:33,2024-07-03 19:06:51,0
7290,3486275,7381,Multi,54,North Indian Thali,1,600,1,2024-08-05 00:00:00,2024-08-07 23:46:10,2024-08-06 02:21:33,1
7291,8811293,7382,North Indian,30,Utthappam,1,150,1,2024-08-31 00:00:00,2024-09-04 01:29:49,2024-09-02 12:41:09,0
7292,5236991,7383,Multi,23,Utthappam,1,150,1,2023-09-29 00:00:00,2023-10-06 10:50:30,2023-10-03 08:22:31,0
7293,5462640,7384,South Indian,40,North Indian Thali,1,600,1,2024-10-11 00:00:00,2024-10-14 12:44:56,2024-10-12 17:30:46,0
7294,5173723,7385,North Indian,31,Roti Curry,3,100,3,2023-09-16 00:00:00,2023-09-19 00:23:31,2023-09-16 13:31:46,0
7295,10037571,7386,North Indian,53,Vanilla Ice Cream,1,120,2,2024-11-15 00:00:00,2024-11-17 09:42:41,2024-11-15 18:02:47,0
7296,14068415,7387,South Indian,24,Filter Coffee,3,80,3,2023-12-08 00:00:00,2023-12-10 20:17:41,2023-12-09 04:34:46,0
7297,4204408,7388,North Indian,21,Masala Dosa,3,150,3,2024-02-26 00:00:00,2024-02-29 18:00:31,2024-02-27 11:15:58,0
7298,16744664,7389,North Indian,46,Breakfast thali,3,500,2,2024-11-25 00:00:00,2024-11-28 19:04:03,2024-11-25 16:33:35,0
7299,14059409,7390,Multi,52,Chinese Noodles,2,300,2,2023-03-28 00:00:00,2023-03-29 22:28:36,2023-03-29 07:42:44,0
7300,7629218,7391,North Indian,33,Filter Coffee,1,80,1,2023-08-21 00:00:00,2023-08-25 10:02:13,2023-08-22 01:06:16,0
7301,60372,7392,North Indian,22,Breakfast thali,2,500,2,2023-06-10 00:00:00,2023-06-13 12:30:49,2023-06-11 03:21:13,0
7302,12637963,7393,North Indian,25,Pasta,3,320,2,2023-12-26 00:00:00,2023-12-29 04:16:21,2023-12-28 02:29:08,1
7303,2473103,7394,North Indian,34,Utthappam,1,150,2,2024-10-27 00:00:00,2024-10-29 16:37:35,2024-10-28 13:52:05,0
7304,16383920,7395,South Indian,51,Chocolate Cake,2,200,2,2023-01-19 00:00:00,2023-01-23 16:57:45,2023-01-20 21:18:47,1
7305,12182561,7396,South Indian,26,Masala Dosa,1,150,1,2024-02-19 00:00:00,2024-02-21 11:22:27,2024-02-19 18:37:45,0
7306,27436,7397,North Indian,34,Roti Curry,1,100,1,2023-07-01 00:00:00,2023-07-06 14:37:58,2023-07-02 17:47:20,0
7307,13376466,7398,South Indian,21,Idli,1,75,1,2023-07-10 00:00:00,2023-07-14 05:02:07,2023-07-12 00:23:29,0
7308,14296617,7399,South Indian,50,South Indian Thali,2,500,1,2024-04-26 00:00:00,2024-04-29 02:55:41,2024-04-27 03:05:13,0
7309,5766455,7400,North Indian,22,Masala Dosa,1,150,1,2024-06-03 00:00:00,2024-06-07 02:57:00,2024-06-04 20:57:48,0
7310,6324376,7401,South Indian,21,Filter Coffee,2,80,2,2024-11-28 00:00:00,2024-11-29 06:26:17,2024-11-28 02:36:36,1
7311,3406153,7402,South Indian,22,Vanilla Ice Cream,3,120,3,2024-05-19 00:00:00,2024-05-22 08:58:47,2024-05-20 02:04:43,0
7312,9897674,7403,South Indian,32,Breakfast thali,3,500,2,2023-05-05 00:00:00,2023-05-06 17:59:25,2023-05-05 09:58:05,1
7313,6283120,7404,South Indian,57,Breakfast thali,2,500,1,2024-09-27 00:00:00,2024-09-30 01:51:45,2024-09-28 16:56:54,0
7314,13882246,7405,Multi,25,Palak Paneer,1,250,1,2024-04-25 00:00:00,2024-04-26 20:21:04,2024-04-25 22:18:24,0
7315,15535255,7406,North Indian,32,Chocolate Cake,1,200,1,2023-12-07 00:00:00,2023-12-09 22:35:01,2023-12-08 15:06:13,1
7316,16377148,7407,Multi,24,South Indian Thali,1,500,1,2024-02-29 00:00:00,2024-03-04 03:53:43,2024-03-01 12:45:48,1
7317,13967074,7408,North Indian,28,Palak Paneer,1,250,1,2024-11-13 00:00:00,2024-11-16 00:45:31,2024-11-15 22:44:41,1
7318,15315576,7409,North Indian,23,Breakfast thali,2,500,2,2024-07-01 00:00:00,2024-07-07 02:23:55,2024-07-03 07:49:23,0
7319,467465,7410,Multi,50,Pasta,2,320,1,2023-12-12 00:00:00,2023-12-13 15:09:43,2023-12-12 18:19:25,1
7320,4329479,7411,South Indian,24,Masala Dosa,3,150,3,2024-06-08 00:00:00,2024-06-10 00:04:26,2024-06-08 14:34:41,1
7321,8303068,7412,North Indian,42,Breakfast thali,1,500,1,2024-06-20 00:00:00,2024-06-22 15:37:45,2024-06-20 17:17:19,1
7322,15427294,7413,South Indian,25,Aloo Paratha,2,200,1,2023-05-22 00:00:00,2023-05-25 04:45:53,2023-05-25 00:04:43,0
7323,10877916,7414,South Indian,45,Pasta,2,320,2,2024-07-16 00:00:00,2024-07-18 15:27:52,2024-07-16 20:08:33,0
7324,11649742,7415,Multi,27,Aloo Paratha,2,200,2,2023-12-19 00:00:00,2023-12-21 05:05:14,2023-12-19 14:43:41,1
7325,7734751,7416,South Indian,27,Filter Coffee,1,80,1,2024-07-04 00:00:00,2024-07-07 17:38:19,2024-07-05 06:21:45,0
7326,14720713,7417,North Indian,23,Masala Chai,1,80,1,2023-11-09 00:00:00,2023-11-11 19:05:16,2023-11-10 08:27:24,0
7327,10481683,7418,Multi,21,Idli,1,75,1,2024-10-04 00:00:00,2024-10-06 08:19:45,2024-10-05 04:47:15,0
7328,2235016,7419,Multi,55,Palak Paneer,1,250,1,2024-08-30 00:00:00,2024-09-01 09:27:14,2024-08-31 00:14:24,0
7329,16052549,7420,Multi,34,Chinese Noodles,2,300,1,2024-02-19 00:00:00,2024-02-23 16:02:59,2024-02-20 12:12:13,0
7330,6026125,7421,South Indian,27,Vanilla Ice Cream,1,120,1,2023-12-13 00:00:00,2023-12-15 15:45:29,2023-12-14 20:01:05,0
7331,11222036,7422,South Indian,34,Masala Dosa,3,150,3,2023-07-24 00:00:00,2023-07-28 09:52:00,2023-07-25 02:00:28,0
7332,6442721,7423,South Indian,28,Idli,1,75,1,2023-03-15 00:00:00,2023-03-20 03:05:10,2023-03-19 07:38:12,0
7333,10959496,7424,Multi,46,Breakfast thali,2,500,1,2024-06-23 00:00:00,2024-06-25 10:18:11,2024-06-23 10:55:21,1
7334,3372835,7425,Multi,19,Aloo Paratha,1,200,1,2024-09-12 00:00:00,2024-09-15 14:21:57,2024-09-14 06:09:17,0
7335,4489544,7426,North Indian,55,Aloo Paratha,2,200,2,2023-11-26 00:00:00,2023-11-29 16:41:57,2023-11-26 15:48:27,0
7336,10547608,7427,Multi,28,Aloo Paratha,2,200,2,2024-05-01 00:00:00,2024-05-04 17:02:18,2024-05-02 14:25:13,0
7337,935072,7428,North Indian,22,North Indian Thali,2,600,2,2024-07-02 00:00:00,2024-07-04 19:58:57,2024-07-03 01:57:26,1
7338,15950605,7429,South Indian,20,Palak Paneer,2,250,2,2024-11-20 00:00:00,2024-11-23 04:59:06,2024-11-21 01:28:07,0
7339,13890697,7430,South Indian,25,Idli,3,75,2,2024-11-06 00:00:00,2024-11-08 10:55:41,2024-11-06 16:46:02,0
7340,15484311,7431,Multi,47,North Indian Thali,1,600,1,2023-10-10 00:00:00,2023-10-11 17:43:36,2023-10-10 17:15:37,1
7341,1527490,7432,South Indian,31,Masala Dosa,3,150,3,2024-04-05 00:00:00,2024-04-09 01:38:04,2024-04-07 04:18:23,0
7342,16732673,7433,North Indian,27,Vanilla Ice Cream,3,120,3,2024-07-19 00:00:00,2024-07-21 10:55:15,2024-07-20 11:50:24,0
7343,2179722,7434,North Indian,27,Roti Curry,1,100,1,2023-10-17 00:00:00,2023-10-19 02:51:19,2023-10-18 05:34:11,0
7344,10026655,7435,North Indian,28,South Indian Thali,1,500,1,2024-12-12 00:00:00,2024-12-14 14:46:12,2024-12-12 09:55:39,1
7345,6753668,7436,North Indian,41,Breakfast thali,2,500,2,2023-01-11 00:00:00,2023-01-18 15:41:14,2023-01-13 17:16:08,0
7346,1992968,7437,Multi,25,Pasta,1,320,1,2024-11-07 00:00:00,2024-11-09 15:54:51,2024-11-08 07:41:29,0
7347,1775576,7438,South Indian,25,Breakfast thali,1,500,1,2023-12-10 00:00:00,2023-12-12 20:13:02,2023-12-10 18:10:21,1
7348,16736157,7439,Multi,49,South Indian Thali,1,500,1,2023-06-16 00:00:00,2023-06-17 06:52:10,2023-06-16 13:50:26,1
7349,7344638,7440,South Indian,28,South Indian Thali,2,500,1,2023-12-30 00:00:00,2024-01-01 15:41:08,2023-12-31 07:04:14,1
7350,16704596,7441,North Indian,33,Masala Chai,2,80,2,2024-12-16 00:00:00,2024-12-17 17:29:50,2024-12-16 08:00:35,0
7351,14114569,7442,South Indian,43,Breakfast thali,3,500,3,2023-07-20 00:00:00,2023-07-23 21:31:28,2023-07-21 14:56:00,1
7352,4746928,7443,North Indian,27,Vanilla Ice Cream,1,120,1,2024-10-28 00:00:00,2024-10-29 06:09:02,2024-10-28 06:39:34,0
7353,5594782,7444,South Indian,31,Filter Coffee,4,80,3,2023-09-20 00:00:00,2023-09-22 10:20:51,2023-09-21 02:51:17,1
7354,810356,7445,North Indian,41,Utthappam,1,150,1,2023-06-28 00:00:00,2023-06-29 18:14:47,2023-06-28 17:54:06,0
7355,15327075,7446,North Indian,27,Aloo Paratha,2,200,1,2023-07-17 00:00:00,2023-07-18 07:24:12,2023-07-17 11:01:53,1
7356,15721903,7447,North Indian,37,Palak Paneer,1,250,1,2024-08-26 00:00:00,2024-08-29 04:58:27,2024-08-26 20:23:23,0
7357,6857910,7448,Multi,27,North Indian Thali,1,600,1,2024-12-01 00:00:00,2024-12-03 07:24:52,2024-12-01 21:37:24,0
7358,5190560,7449,North Indian,33,Palak Paneer,1,250,2,2023-03-06 00:00:00,2023-03-07 12:25:09,2023-03-06 06:48:19,0
7359,961775,7450,North Indian,26,Aloo Paratha,2,200,1,2024-04-02 00:00:00,2024-04-04 04:54:59,2024-04-02 09:14:22,0
7360,10125760,7451,Multi,22,Palak Paneer,1,250,2,2023-03-24 00:00:00,2023-03-26 00:42:53,2023-03-25 08:24:53,0
7361,13415332,7452,Multi,47,Breakfast thali,1,500,1,2024-09-10 00:00:00,2024-09-11 11:25:30,2024-09-10 05:17:16,1
7362,9008429,7453,Multi,16,Chocolate Cake,1,200,1,2024-08-20 00:00:00,2024-08-22 06:26:18,2024-08-21 00:51:57,1
7363,10564520,7454,North Indian,28,Idli,2,75,2,2023-06-12 00:00:00,2023-06-15 09:39:20,2023-06-12 22:18:01,0
7364,8424955,7455,North Indian,46,Breakfast thali,1,500,1,2024-12-06 00:00:00,2024-12-09 12:54:35,2024-12-07 12:08:24,0
7365,5723544,7456,Multi,21,Breakfast thali,2,500,1,2024-06-16 00:00:00,2024-06-18 21:35:32,2024-06-16 16:59:47,1
7366,14489954,7457,Multi,44,Idli,3,75,3,2024-04-21 00:00:00,2024-04-24 15:51:10,2024-04-21 09:59:37,0
7367,4701594,7458,North Indian,24,Aloo Paratha,1,200,1,2024-10-27 00:00:00,2024-10-28 22:34:47,2024-10-27 13:10:10,1
7368,10221996,7459,Multi,22,Utthappam,1,150,1,2024-09-30 00:00:00,2024-10-05 16:48:44,2024-10-01 12:33:48,0
7369,2777665,7460,South Indian,26,Utthappam,2,150,1,2023-12-15 00:00:00,2023-12-19 15:48:44,2023-12-18 18:06:39,0
7370,2756021,7461,South Indian,20,Aloo Paratha,1,200,2,2024-03-26 00:00:00,2024-04-04 15:48:00,2024-03-28 13:49:01,1
7371,855158,7462,South Indian,50,Chinese Noodles,1,300,2,2023-03-12 00:00:00,2023-03-13 20:00:19,2023-03-12 19:27:09,0
7372,10664655,7463,South Indian,44,Masala Chai,2,80,2,2024-11-14 00:00:00,2024-11-15 15:16:15,2024-11-14 20:11:20,0
7373,11955412,7464,North Indian,28,Utthappam,2,150,1,2024-11-18 00:00:00,2024-11-19 15:23:42,2024-11-19 07:15:24,0
7374,9256457,7465,Multi,45,Breakfast thali,2,500,2,2024-11-20 00:00:00,2024-11-22 03:40:21,2024-11-20 12:45:56,1
7375,9591126,7466,South Indian,46,South Indian Thali,1,500,1,2024-12-15 00:00:00,2024-12-17 22:56:52,2024-12-17 10:51:29,1
7376,7934203,7467,Multi,52,Utthappam,2,150,1,2023-04-15 00:00:00,2023-04-17 15:01:18,2023-04-15 22:01:56,0
7377,1231490,7468,South Indian,39,Aloo Paratha,1,200,1,2024-03-04 00:00:00,2024-03-06 01:47:10,2024-03-04 18:09:16,0
7378,4261888,7469,North Indian,29,Pasta,3,320,3,2023-08-07 00:00:00,2023-08-11 06:39:20,2023-08-08 17:47:21,0
7379,5753674,7470,Multi,21,Aloo Paratha,1,200,1,2024-02-10 00:00:00,2024-02-12 10:47:37,2024-02-11 03:17:55,0
7380,14277893,7471,North Indian,33,Idli,1,75,1,2024-08-25 00:00:00,2024-08-27 05:03:57,2024-08-26 18:44:54,0
7381,14196298,7472,Multi,50,Filter Coffee,3,80,2,2023-02-09 00:00:00,2023-02-14 01:42:18,2023-02-11 23:58:15,0
7382,742670,7473,South Indian,55,South Indian Thali,2,500,2,2023-06-08 00:00:00,2023-06-13 23:09:51,2023-06-12 14:21:13,1
7383,10629431,7474,South Indian,24,Palak Paneer,2,250,2,2024-09-04 00:00:00,2024-09-06 20:24:07,2024-09-04 23:04:57,0
7384,2980690,7475,South Indian,39,Chinese Noodles,2,250,2,2024-10-27 00:00:00,2024-10-31 18:20:59,2024-10-31 17:05:21,0
7385,10101610,7476,North Indian,28,Idli,2,75,2,2023-09-11 00:00:00,2023-09-13 05:20:46,2023-09-11 22:01:12,0
7386,16232746,7477,Multi,35,Vanilla Ice Cream,2,120,1,2024-04-17 00:00:00,2024-04-20 15:23:21,2024-04-18 09:27:48,0
7387,15483397,7478,South Indian,49,Breakfast thali,2,500,2,2023-06-10 00:00:00,2023-06-14 01:15:21,2023-06-12 07:04:58,0
7388,15268130,7479,South Indian,31,Roti Curry,2,100,1,2023-05-05 00:00:00,2023-05-09 11:40:53,2023-05-07 10:13:18,0
7389,1633132,7480,South Indian,28,Chinese Noodles,1,300,1,2024-04-26 00:00:00,2024-04-28 05:08:24,2024-04-27 06:52:37,0
7390,1736498,7481,Multi,20,Filter Coffee,2,80,2,2023-12-08 00:00:00,2023-12-10 23:29:49,2023-12-09 20:51:25,0
7391,6409845,7482,Multi,37,Chocolate Cake,1,200,1,2024-09-25 00:00:00,2024-09-27 20:31:07,2024-09-26 11:48:10,1
7392,14732333,7483,Multi,20,Utthappam,1,150,1,2024-12-07 00:00:00,2024-12-09 15:04:33,2024-12-08 06:23:17,0
7393,13568107,7484,South Indian,33,Pasta,2,320,2,2024-12-04 00:00:00,2024-12-07 16:12:43,2024-12-06 03:42:23,0
